,Client,Municipal Decision,Subject,Position,Narrative,City Official
1540,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,"Oakland Public Works - Manager, Capital Improvement Program"
1541,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,"Oakland Public Works - Manager, Capital Contracts"
1542,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,"City Council - City Council PSE 14, Council District 7"
1543,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,Oakland Public Works - Director of Public Works
1544,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - EXECUTIVE DIRECTOR
1545,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF MARITIME
1546,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF ENVIRONMENTAL PROGRAMS AND PLANNING
1547,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - UTILITIES SUPERVISOR
1548,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - PORT ASSOCIATE ENVIRONMENTAL SCIENTIST
1549,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Andreas Cluver, Board of Port"
1550,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Ces Butner, Board of Port"
1551,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Joan Story, Board of Port"
1552,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Michael Colbruno, Board of Port"
1553,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - EXECUTIVE DIRECTOR
1554,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF MARITIME
1555,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF ENVIRONMENTAL PROGRAMS AND PLANNING
1556,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - UTILITIES SUPERVISOR
1557,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - PORT ASSOCIATE ENVIRONMENTAL SCIENTIST
1558,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Andreas Cluver, Board of Port"
1559,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Ces Butner, Board of Port"
1560,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Joan Story, Board of Port"
1561,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Michael Colbruno, Board of Port"
1562,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - EXECUTIVE DIRECTOR
1563,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF MARITIME
1564,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF ENVIRONMENTAL PROGRAMS AND PLANNING
1565,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - UTILITIES SUPERVISOR
1566,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - PORT ASSOCIATE ENVIRONMENTAL SCIENTIST
1567,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Andreas Cluver, Board of Port"
1568,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Ces Butner, Board of Port"
1569,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Joan Story, Board of Port"
1570,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Michael Colbruno, Board of Port"
1571,The Michaels Organization,Information only,Planning and Building Permits,Informational meeting,Attend Rules Committee hearing.,"Nikki Fortunato Bas, Council Member, District 2"
1572,The Michaels Organization,Information only,Planning and Building Permits,Informational meeting,Attend Rules Committee hearing.,"Sheng Thao, Council Member, District 4"
1573,The Michaels Organization,Information only,Planning and Building Permits,Informational meeting,Attend Rules Committee hearing.,"Carroll Fife, Council Member, District 3"
1574,The Michaels Organization,Information only,Planning and Building Permits,Informational meeting,Attend Rules Committee hearing.,"Dan Kalb, Council Member, District 1"
1575,"DoorDash, Inc.","Ordinance, Policy, or Other Legislative Matter",Economic Development,Informational meeting,Informational meeting regarding DNC Taxes,"Nikki Fortunato Bas, Council Member, District 2"
1576,"DoorDash, Inc.","Ordinance, Policy, or Other Legislative Matter",Economic Development,Informational meeting,Informational meeting regarding DNC Taxes,"Dan Kalb, Council Member, District 1"
1577,"DoorDash, Inc.",Information only,Technology,Informational meeting,Introductory meeting,"Loren Taylor, Council Member, District 6"
1578,"DoorDash, Inc.",Information only,Technology,Informational meeting,Introductory meeting,"City Council - Senior Policy Advisor, Council District 6"
1579,"DoorDash, Inc.",Information only,Technology,Informational meeting,Introductory meeting,"City Council - Constituent Liaison, Council District 1"
1580,"DoorDash, Inc.",Information only,Technology,Informational meeting,Introductory meeting,"Dan Kalb, Council Member, District 1"
1581,"DoorDash, Inc.",Information only,Technology,Informational meeting,Introductory meeting,"Nikki Fortunato Bas, Council Member, District 2"
1582,"DoorDash, Inc.",Information only,Technology,Informational meeting,Introductory meeting,"City Council - Chief of Staff, Council District 2"
