,Client,Municipal Decision,Subject,Position,Narrative,office_name,official_name
1903,California Common Cause,Information only,Elections,Informational meeting,Traded emails with Councilmember Bas and staff to provide more information on a Democracy Dollars/Vouchers program. This was all done in hopes that they would champion a future Democracy Dollars/Vouchers ordinance.,"Council Member, District 2",Nikki Fortunato Bas
1904,California Common Cause,Information only,Elections,Informational meeting,Traded emails with Councilmember Taylor and staff to provide more information on a Democracy Dollars/Vouchers program. This was all done in hopes that they would support a future Democracy Dollars/Vouchers ordinance.,"Council Member, District 6",Loren Taylor
1905,California Common Cause,Information only,Elections,Informational meeting,Traded emails with Councilmember Kaplan and staff to provide more information on a Democracy Dollars/Vouchers program in general. This was all done in hopes that they would support a future Democracy Dollars/Vouchers ordinance.,"Council Member, At-Large",Rebecca Kaplan
1906,California Common Cause,"Ordinance, Policy, or Other Legislative Matter",Elections,Policy development,"Met with Councilmember Kalb and staff to review the draft ordinance of the Oakland Fair Elections Act, including a Democracy Dollars/Vouchers program. This meeting was held to go over the draft ordinance, explain policy decisions, and go over any revisions that the Councilmember may have.","Council Member, District 1",Dan Kalb
1907,California Common Cause,"Ordinance, Policy, or Other Legislative Matter",Elections,Policy development,"Met with Councilmember Bas's staff to review the draft ordinance of the Oakland Fair Elections Act, including a Democracy Dollars/Vouchers program. This meeting was held to go over the draft ordinance, explain policy decisions, and go over any revisions that the Councilmember may have.",Council District 2,City Council - Chief of Staff
1908,California Common Cause,Information only,Elections,Informational meeting,Spoke with Chief of staff for Councilmember Bas to schedule a time/date to discuss the Oakland Fair Elections Act draft ordinance with Councilmember Bas.,Council District 2,City Council - Chief of Staff
1909,California Common Cause,Information only,Elections,Informational meeting,Spoke with Chief of staff for Councilmember Kalb to schedule a time/date to discuss the Oakland Fair Elections Act draft ordinance with Councilmember Bas.,Council District 1,City Council - Chief of Staff
1910,California Common Cause,"Ordinance, Policy, or Other Legislative Matter",Elections,Policy development,"Met with Executive Director to review The Oakland Fair Elections Act. Desired outcome was to review a draft ordinance put together by the Bay Area Political Equity/Equality Colloborative, that would potentially bring a Democracy Vouchers/Dollars style financing program, among other fair elections reforms, to the City of Oakland in 2022.",Public Ethics Comm,Public Ethics Commission - Executive Director
1911,California Common Cause,"Ordinance, Policy, or Other Legislative Matter",Elections,Policy development,"Met with Executive Director to review The Oakland Fair Elections Act. Desired outcome was to review a draft ordinance put together by the Bay Area Political Equity/Equality Colloborative, that would potentially bring a Democracy Vouchers/Dollars style financing program, among other fair elections reforms, to the City of Oakland in 2022.",Public Ethics Comm,Public Ethics Commission - Executive Director
1912,California Common Cause,"Ordinance, Policy, or Other Legislative Matter",Elections,Policy development,"Spoke with Executive Director to review The Oakland Fair Elections Act. Desired outcome was to review a draft ordinance put together by the Bay Area Political Equity/Equality Colloborative, that would potentially bring a Democracy Vouchers/Dollars style financing program, among other fair elections reforms, to the City of Oakland in 2022.",Public Ethics Comm,Public Ethics Commission - Executive Director
1913,California Common Cause,"Ordinance, Policy, or Other Legislative Matter",Elections,Policy development,"Spoke with Executive Director to review The Oakland Fair Elections Act. Desired outcome was to review a draft ordinance put together by the Bay Area Political Equity/Equality Colloborative, that would potentially bring a Democracy Vouchers/Dollars style financing program, among other fair elections reforms, to the City of Oakland in 2022.",Public Ethics Comm,Public Ethics Commission - Executive Director
1914,California Common Cause,"Ordinance, Policy, or Other Legislative Matter",Elections,Policy development,"Spoke with Executive Director to review The Oakland Fair Elections Act. Desired outcome was to review a draft ordinance put together by the Bay Area Political Equity/Equality Colloborative, that would potentially bring a Democracy Vouchers/Dollars style financing program, among other fair elections reforms, to the City of Oakland in 2022.",Public Ethics Comm,Public Ethics Commission - Executive Director
1915,California Common Cause,"Ordinance, Policy, or Other Legislative Matter",Elections,Policy development,"Spoke with Executive Director to review The Oakland Fair Elections Act. Desired outcome was to review a draft ordinance put together by the Bay Area Political Equity/Equality Colloborative, that would potentially bring a Democracy Vouchers/Dollars style financing program, among other fair elections reforms, to the City of Oakland in 2022.",Public Ethics Comm,Public Ethics Commission - Executive Director
1916,California Common Cause,"Ordinance, Policy, or Other Legislative Matter",Elections,Policy development,"Emailed with Executive Director to review The Oakland Fair Elections Act. Desired outcome was to review a draft ordinance put together by the Bay Area Political Equity/Equality Colloborative, that would potentially bring a Democracy Vouchers/Dollars style financing program, among other fair elections reforms, to the City of Oakland in 2022.",Public Ethics Comm,Public Ethics Commission - Executive Director
1917,California Common Cause,"Ordinance, Policy, or Other Legislative Matter",Elections,Policy development,"Emailed with Executive Director to review The Oakland Fair Elections Act. Desired outcome was to review a draft ordinance put together by the Bay Area Political Equity/Equality Colloborative, that would potentially bring a Democracy Vouchers/Dollars style financing program, among other fair elections reforms, to the City of Oakland in 2022.",Public Ethics Comm,Public Ethics Commission - Executive Director
1918,California Common Cause,"Ordinance, Policy, or Other Legislative Matter",Elections,Policy development,"Emailed with Executive Director to review The Oakland Fair Elections Act. Desired outcome was to review a draft ordinance put together by the Bay Area Political Equity/Equality Colloborative, that would potentially bring a Democracy Vouchers/Dollars style financing program, among other fair elections reforms, to the City of Oakland in 2022.",Public Ethics Comm,Public Ethics Commission - Executive Director
1919,California Common Cause,"Ordinance, Policy, or Other Legislative Matter",Elections,Policy development,"Emailed with Executive Director to review The Oakland Fair Elections Act. Desired outcome was to review a draft ordinance put together by the Bay Area Political Equity/Equality Colloborative, that would potentially bring a Democracy Vouchers/Dollars style financing program, among other fair elections reforms, to the City of Oakland in 2022.",Public Ethics Comm,Public Ethics Commission - Executive Director
1920,California Common Cause,"Ordinance, Policy, or Other Legislative Matter",Elections,Policy development,"Emailed with Executive Director to review The Oakland Fair Elections Act. Desired outcome was to review a draft ordinance put together by the Bay Area Political Equity/Equality Colloborative, that would potentially bring a Democracy Vouchers/Dollars style financing program, among other fair elections reforms, to the City of Oakland in 2022.",Public Ethics Comm,Public Ethics Commission - Executive Director
1921,California Common Cause,"Ordinance, Policy, or Other Legislative Matter",Elections,Policy development,"Emailed with Executive Director to review The Oakland Fair Elections Act. Desired outcome was to review a draft ordinance put together by the Bay Area Political Equity/Equality Colloborative, that would potentially bring a Democracy Vouchers/Dollars style financing program, among other fair elections reforms, to the City of Oakland in 2022.",Public Ethics Comm,Public Ethics Commission - Executive Director
1922,California Common Cause,"Ordinance, Policy, or Other Legislative Matter",Elections,Policy development,"Emailed with Executive Director to review The Oakland Fair Elections Act. Desired outcome was to review a draft ordinance put together by the Bay Area Political Equity/Equality Colloborative, that would potentially bring a Democracy Vouchers/Dollars style financing program, among other fair elections reforms, to the City of Oakland in 2022.",Public Ethics Comm,Public Ethics Commission - Executive Director
1923,California Common Cause,"Ordinance, Policy, or Other Legislative Matter",Elections,Informational meeting,"Spoke with Executive Director to review The Oakland Fair Elections Act. Desired outcome was to review a draft ordinance put together by the Bay Area Political Equity/Equality Colloborative, that would potentially bring a Democracy Vouchers/Dollars style financing program, among other fair elections reforms, to the City of Oakland in 2022.",Public Ethics Comm,Public Ethics Commission - Executive Director
1924,California Common Cause,Information only,Elections,Policy development,Spoke with Executive Director to introduce myself and explain what the Bay Area Political Equity/Equality Colloborative is working on in Oakland,Public Ethics Comm,Public Ethics Commission - Executive Director
1925,Brook Turner,Information only,"Taxes, Local",Informational meeting,Education of Proposal,"Council Member, District 2",Nikki Fortunato Bas
1926,Brook Turner,Information only,"Taxes, Local",Informational meeting,Information on Progressive Gross Receipts Tax,"Council Member, District 3",Carroll Fife
1927,"Neutron Holdings, Inc. dba Lime","Other Permits, Administrative Decisions",Transportation,Support,Dockless vehicle share program.,Sr (Field),Planning & Building Department - Construction Inspector
1928,The Michaels Organization,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,1396 5th Street Use Permit,"Council Member, District 6",Loren Taylor
1929,The Michaels Organization,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,1396 5th Street Use Permit,Council District 6,City Council - Chief of Staff
1930,Strada Investment Group,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,T/5-6 Parcel DDA,Council District 3,City Council - Chief of Staff
1931,Gaehwiler Construction,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Policy development,1431 Jackson Street Easement Parameter,Office of the Mayor - Chief of Staff,
